country,date,sector,value
ROW,08-02-2025,International Aviation,1.28148
ROW,08-02-2025,Power,8.15277
ROW,08-02-2025,Residential,5.36716
Russia,08-02-2025,Domestic Aviation,0.0375653
Russia,08-02-2025,Ground Transport,0.583253
Russia,08-02-2025,Industry,0.969678
Russia,08-02-2025,International Aviation,0.00802507
Russia,08-02-2025,Power,3.06074
Russia,08-02-2025,Residential,0.888699
Spain,08-02-2025,Domestic Aviation,0.015874
Spain,08-02-2025,Ground Transport,0.246481
Spain,08-02-2025,Industry,0.152
Spain,08-02-2025,International Aviation,0.0244879
Spain,08-02-2025,Power,0.0749564
Spain,08-02-2025,Residential,0.14996
United Kingdom,08-02-2025,Domestic Aviation,0.00527823
United Kingdom,08-02-2025,Ground Transport,0.324937
United Kingdom,08-02-2025,Industry,0.182275
United Kingdom,08-02-2025,International Aviation,0.0405789
United Kingdom,08-02-2025,Power,0.193382
United Kingdom,08-02-2025,Residential,0.363877
United States,08-02-2025,Domestic Aviation,0.392914
United States,08-02-2025,Ground Transport,4.45473
United States,08-02-2025,Industry,2.8134
United States,08-02-2025,International Aviation,0.19954
United States,08-02-2025,Power,4.23388
United States,08-02-2025,Residential,2.23689
WORLD,08-02-2025,Domestic Aviation,0.969866
WORLD,08-02-2025,Ground Transport,17.9831
WORLD,08-02-2025,Industry,28.8018
WORLD,08-02-2025,International Aviation,1.78009
WORLD,08-02-2025,Power,39.3702
WORLD,08-02-2025,Residential,17.159
Brazil,09-02-2025,Domestic Aviation,0.0295669
Brazil,09-02-2025,Ground Transport,0.223554
Brazil,09-02-2025,Industry,0.429672
Brazil,09-02-2025,International Aviation,0.0100013
Brazil,09-02-2025,Power,0.135542
Brazil,09-02-2025,Residential,0.109
China,09-02-2025,Domestic Aviation,0.232479
China,09-02-2025,Ground Transport,2.43363
China,09-02-2025,Industry,10.3545
China,09-02-2025,International Aviation,0.0497448
China,09-02-2025,Power,16.3365
China,09-02-2025,Residential,3.98816
EU27 & UK,09-02-2025,Domestic Aviation,0.0426144
EU27 & UK,09-02-2025,Ground Transport,1.96727
EU27 & UK,09-02-2025,Industry,1.46729
EU27 & UK,09-02-2025,International Aviation,0.187447
EU27 & UK,09-02-2025,Power,1.98986
EU27 & UK,09-02-2025,Residential,2.96044
France,09-02-2025,Domestic Aviation,0.00541855
France,09-02-2025,Ground Transport,0.239374
France,09-02-2025,Industry,0.130816
France,09-02-2025,International Aviation,0.0228397
France,09-02-2025,Power,0.0623148
France,09-02-2025,Residential,0.362929
Germany,09-02-2025,Domestic Aviation,0.00454833
Germany,09-02-2025,Ground Transport,0.349202
Germany,09-02-2025,Industry,0.300545
Germany,09-02-2025,International Aviation,0.0291008
Germany,09-02-2025,Power,0.701117
Germany,09-02-2025,Residential,0.722738
India,09-02-2025,Domestic Aviation,0.0229377
India,09-02-2025,Ground Transport,0.732435
India,09-02-2025,Industry,2.51515
India,09-02-2025,International Aviation,0.0180308
India,09-02-2025,Power,4.72837
India,09-02-2025,Residential,0.587449
Italy,09-02-2025,Domestic Aviation,0.00500409
Italy,09-02-2025,Ground Transport,0.193849
Italy,09-02-2025,Industry,0.0279692
Italy,09-02-2025,International Aviation,0.0138839
Italy,09-02-2025,Power,0.0391558
Italy,09-02-2025,Residential,0.344717
Japan,09-02-2025,Domestic Aviation,0.0249205
Japan,09-02-2025,Ground Transport,0.500463
Japan,09-02-2025,Industry,0.661908
Japan,09-02-2025,International Aviation,0.0258687
Japan,09-02-2025,Power,1.23994
Japan,09-02-2025,Residential,0.679215
ROW,09-02-2025,Domestic Aviation,0.185997
ROW,09-02-2025,Ground Transport,5.70578
ROW,09-02-2025,Industry,9.58085
ROW,09-02-2025,International Aviation,1.27412
ROW,09-02-2025,Power,7.74104
ROW,09-02-2025,Residential,5.4458
Russia,09-02-2025,Domestic Aviation,0.0399704
Russia,09-02-2025,Ground Transport,0.544042
Russia,09-02-2025,Industry,0.956769
Russia,09-02-2025,International Aviation,0.00727255
Russia,09-02-2025,Power,3.01999
Russia,09-02-2025,Residential,0.880507
Spain,09-02-2025,Domestic Aviation,0.0178208
Spain,09-02-2025,Ground Transport,0.191718
Spain,09-02-2025,Industry,0.150434
Spain,09-02-2025,International Aviation,0.0245889
Spain,09-02-2025,Power,0.0741839
Spain,09-02-2025,Residential,0.147908
United Kingdom,09-02-2025,Domestic Aviation,0.00609267
United Kingdom,09-02-2025,Ground Transport,0.292809
United Kingdom,09-02-2025,Industry,0.13215
United Kingdom,09-02-2025,International Aviation,0.0395128
United Kingdom,09-02-2025,Power,0.140203
United Kingdom,09-02-2025,Residential,0.354589
United States,09-02-2025,Domestic Aviation,0.354683
United States,09-02-2025,Ground Transport,3.31208
United States,09-02-2025,Industry,2.60364
United States,09-02-2025,International Aviation,0.186749
United States,09-02-2025,Power,3.91821
United States,09-02-2025,Residential,2.27913
WORLD,09-02-2025,Domestic Aviation,0.933169
WORLD,09-02-2025,Ground Transport,15.4193
WORLD,09-02-2025,Industry,28.5697
WORLD,09-02-2025,International Aviation,1.75923
WORLD,09-02-2025,Power,39.1094
WORLD,09-02-2025,Residential,16.9297
Brazil,10-02-2025,Domestic Aviation,0.0324965
Brazil,10-02-2025,Ground Transport,0.443204
Brazil,10-02-2025,Industry,0.41362
Brazil,10-02-2025,International Aviation,0.0093528
Brazil,10-02-2025,Power,0.130478
Brazil,10-02-2025,Residential,0.109
China,10-02-2025,Domestic Aviation,0.231761
China,10-02-2025,Ground Transport,2.51304
China,10-02-2025,Industry,10.2968
China,10-02-2025,International Aviation,0.0482955
China,10-02-2025,Power,16.2454
China,10-02-2025,Residential,3.6747
EU27 & UK,10-02-2025,Domestic Aviation,0.0472901
EU27 & UK,10-02-2025,Ground Transport,2.22085
EU27 & UK,10-02-2025,Industry,1.82656
EU27 & UK,10-02-2025,International Aviation,0.177898
EU27 & UK,10-02-2025,Power,2.47708
EU27 & UK,10-02-2025,Residential,2.957
France,10-02-2025,Domestic Aviation,0.00587548
France,10-02-2025,Ground Transport,0.348535
France,10-02-2025,Industry,0.160395
France,10-02-2025,International Aviation,0.0197648
France,10-02-2025,Power,0.0764049
France,10-02-2025,Residential,0.351635
Germany,10-02-2025,Domestic Aviation,0.00556584
Germany,10-02-2025,Ground Transport,0.375471
Germany,10-02-2025,Industry,0.321291
Germany,10-02-2025,International Aviation,0.026665
Germany,10-02-2025,Power,0.749514
Germany,10-02-2025,Residential,0.711062
India,10-02-2025,Domestic Aviation,0.0229311
India,10-02-2025,Ground Transport,0.820449
India,10-02-2025,Industry,2.5681
India,10-02-2025,International Aviation,0.0164877
India,10-02-2025,Power,4.82792
India,10-02-2025,Residential,0.529407
Italy,10-02-2025,Domestic Aviation,0.00559941
Italy,10-02-2025,Ground Transport,0.157477
Italy,10-02-2025,Industry,0.197833
Italy,10-02-2025,International Aviation,0.0137837
Italy,10-02-2025,Power,0.276959
Italy,10-02-2025,Residential,0.341303
Japan,10-02-2025,Domestic Aviation,0.0250483
Japan,10-02-2025,Ground Transport,0.518719
Japan,10-02-2025,Industry,0.714106
Japan,10-02-2025,International Aviation,0.0234818
Japan,10-02-2025,Power,1.33772
Japan,10-02-2025,Residential,0.665054
ROW,10-02-2025,Domestic Aviation,0.199288
ROW,10-02-2025,Ground Transport,6.65268
ROW,10-02-2025,Industry,10.8204
ROW,10-02-2025,International Aviation,1.22119
ROW,10-02-2025,Power,8.62582
ROW,10-02-2025,Residential,5.46719
Russia,10-02-2025,Domestic Aviation,0.0394719
Russia,10-02-2025,Ground Transport,0.56245
Russia,10-02-2025,Industry,0.988611
Russia,10-02-2025,International Aviation,0.00795379
Russia,10-02-2025,Power,3.1205
Russia,10-02-2025,Residential,0.875016
Spain,10-02-2025,Domestic Aviation,0.0174497
Spain,10-02-2025,Ground Transport,0.149174
Spain,10-02-2025,Industry,0.222656
Spain,10-02-2025,International Aviation,0.0216201
Spain,10-02-2025,Power,0.109799
Spain,10-02-2025,Residential,0.143785
United Kingdom,10-02-2025,Domestic Aviation,0.0089847
United Kingdom,10-02-2025,Ground Transport,0.336944
United Kingdom,10-02-2025,Industry,0.150943
United Kingdom,10-02-2025,International Aviation,0.0387157
United Kingdom,10-02-2025,Power,0.160141
United Kingdom,10-02-2025,Residential,0.362882
United States,10-02-2025,Domestic Aviation,0.404549
United States,10-02-2025,Ground Transport,4.44601
United States,10-02-2025,Industry,2.97986
United States,10-02-2025,International Aviation,0.19708
United States,10-02-2025,Power,4.48438
United States,10-02-2025,Residential,2.38639
WORLD,10-02-2025,Domestic Aviation,1.00284
WORLD,10-02-2025,Ground Transport,18.1774
WORLD,10-02-2025,Industry,30.608
WORLD,10-02-2025,International Aviation,1.70174
WORLD,10-02-2025,Power,41.2493
WORLD,10-02-2025,Residential,16.6638
Brazil,11-02-2025,Domestic Aviation,0.0326785
Brazil,11-02-2025,Ground Transport,0.457171
Brazil,11-02-2025,Industry,0.410708
Brazil,11-02-2025,International Aviation,0.0104978
Brazil,11-02-2025,Power,0.12956
Brazil,11-02-2025,Residential,0.109
China,11-02-2025,Domestic Aviation,0.20588
China,11-02-2025,Ground Transport,2.50585
China,11-02-2025,Industry,9.99516
China,11-02-2025,International Aviation,0.0494033
China,11-02-2025,Power,15.7696
China,11-02-2025,Residential,3.48249
EU27 & UK,11-02-2025,Domestic Aviation,0.0417497
EU27 & UK,11-02-2025,Ground Transport,2.6718
EU27 & UK,11-02-2025,Industry,1.78067
EU27 & UK,11-02-2025,International Aviation,0.161181
EU27 & UK,11-02-2025,Power,2.41486
EU27 & UK,11-02-2025,Residential,2.95336
France,11-02-2025,Domestic Aviation,0.0052724
France,11-02-2025,Ground Transport,0.352589
France,11-02-2025,Industry,0.222634
France,11-02-2025,International Aviation,0.0184157
France,11-02-2025,Power,0.106053
France,11-02-2025,Residential,0.351397
Germany,11-02-2025,Domestic Aviation,0.00600225
Germany,11-02-2025,Ground Transport,0.436553
Germany,11-02-2025,Industry,0.32635
Germany,11-02-2025,International Aviation,0.0255286
Germany,11-02-2025,Power,0.761315
Germany,11-02-2025,Residential,0.693294
India,11-02-2025,Domestic Aviation,0.0231347
India,11-02-2025,Ground Transport,0.833185
India,11-02-2025,Industry,2.62106
India,11-02-2025,International Aviation,0.016006
India,11-02-2025,Power,4.92747
India,11-02-2025,Residential,0.512504
Italy,11-02-2025,Domestic Aviation,0.00407836
Italy,11-02-2025,Ground Transport,0.275127
Italy,11-02-2025,Industry,0.054521
Italy,11-02-2025,International Aviation,0.0120464
Italy,11-02-2025,Power,0.0763271
Italy,11-02-2025,Residential,0.337989
Japan,11-02-2025,Domestic Aviation,0.0238356
Japan,11-02-2025,Ground Transport,0.519881
Japan,11-02-2025,Industry,0.65164
Japan,11-02-2025,International Aviation,0.0253367
Japan,11-02-2025,Power,1.2207
Japan,11-02-2025,Residential,0.671079
ROW,11-02-2025,Domestic Aviation,0.191262
ROW,11-02-2025,Ground Transport,6.82795
ROW,11-02-2025,Industry,10.9452
ROW,11-02-2025,International Aviation,1.1676
ROW,11-02-2025,Power,9.06261
ROW,11-02-2025,Residential,5.28177
Russia,11-02-2025,Domestic Aviation,0.036394
Russia,11-02-2025,Ground Transport,0.514815
Russia,11-02-2025,Industry,0.988652
Russia,11-02-2025,International Aviation,0.00688368
Russia,11-02-2025,Power,3.12063
Russia,11-02-2025,Residential,0.873146
Spain,11-02-2025,Domestic Aviation,0.0158293
Spain,11-02-2025,Ground Transport,0.275316
Spain,11-02-2025,Industry,0.190835
Spain,11-02-2025,International Aviation,0.0201585
Spain,11-02-2025,Power,0.0941068
Spain,11-02-2025,Residential,0.141676
United Kingdom,11-02-2025,Domestic Aviation,0.00815109
United Kingdom,11-02-2025,Ground Transport,0.345749
United Kingdom,11-02-2025,Industry,0.204062
United Kingdom,11-02-2025,International Aviation,0.0361027
United Kingdom,11-02-2025,Power,0.216496
United Kingdom,11-02-2025,Residential,0.363148
United States,11-02-2025,Domestic Aviation,0.404793
United States,11-02-2025,Ground Transport,4.79023
United States,11-02-2025,Industry,3.34359
United States,11-02-2025,International Aviation,0.182706
United States,11-02-2025,Power,5.03176
United States,11-02-2025,Residential,2.46734
WORLD,11-02-2025,Domestic Aviation,0.959728
WORLD,11-02-2025,Ground Transport,19.1209
WORLD,11-02-2025,Industry,30.7367
WORLD,11-02-2025,International Aviation,1.61962
WORLD,11-02-2025,Power,41.6772
WORLD,11-02-2025,Residential,16.3507
Brazil,12-02-2025,Domestic Aviation,0.0330911
Brazil,12-02-2025,Ground Transport,0.466526
Brazil,12-02-2025,Industry,0.355348
Brazil,12-02-2025,International Aviation,0.00962485
Brazil,12-02-2025,Power,0.112096
Brazil,12-02-2025,Residential,0.109
China,12-02-2025,Domestic Aviation,0.193802
China,12-02-2025,Ground Transport,2.57166
China,12-02-2025,Industry,9.91698
China,12-02-2025,International Aviation,0.0481782
China,12-02-2025,Power,15.6462
China,12-02-2025,Residential,3.6679
EU27 & UK,12-02-2025,Domestic Aviation,0.0429416
EU27 & UK,12-02-2025,Ground Transport,2.69812
EU27 & UK,12-02-2025,Industry,1.97041
EU27 & UK,12-02-2025,International Aviation,0.163129
EU27 & UK,12-02-2025,Power,2.67217
EU27 & UK,12-02-2025,Residential,2.93314
France,12-02-2025,Domestic Aviation,0.00552394
France,12-02-2025,Ground Transport,0.352727
France,12-02-2025,Industry,0.257449
France,12-02-2025,International Aviation,0.0193701
France,12-02-2025,Power,0.122637
France,12-02-2025,Residential,0.344821
Germany,12-02-2025,Domestic Aviation,0.0058005
Germany,12-02-2025,Ground Transport,0.44279
Germany,12-02-2025,Industry,0.351586
Germany,12-02-2025,International Aviation,0.0271936
Germany,12-02-2025,Power,0.820185
Germany,12-02-2025,Residential,0.699883
India,12-02-2025,Domestic Aviation,0.0232456
India,12-02-2025,Ground Transport,0.836336
India,12-02-2025,Industry,2.64568
India,12-02-2025,International Aviation,0.0175061
India,12-02-2025,Power,4.97377
India,12-02-2025,Residential,0.532608
Italy,12-02-2025,Domestic Aviation,0.00420782
Italy,12-02-2025,Ground Transport,0.274387
Italy,12-02-2025,Industry,0.0567265
Italy,12-02-2025,International Aviation,0.0117974
Italy,12-02-2025,Power,0.0794149
Italy,12-02-2025,Residential,0.334338
Japan,12-02-2025,Domestic Aviation,0.0245325
Japan,12-02-2025,Ground Transport,0.519956
Japan,12-02-2025,Industry,0.659377
Japan,12-02-2025,International Aviation,0.0248814
Japan,12-02-2025,Power,1.2352
Japan,12-02-2025,Residential,0.606445
ROW,12-02-2025,Domestic Aviation,0.187653
ROW,12-02-2025,Ground Transport,6.96652
ROW,12-02-2025,Industry,11.9116
ROW,12-02-2025,International Aviation,1.18419
ROW,12-02-2025,Power,9.18142
ROW,12-02-2025,Residential,5.18707
Russia,12-02-2025,Domestic Aviation,0.0363626
Russia,12-02-2025,Ground Transport,0.542225
Russia,12-02-2025,Industry,0.993927
Russia,12-02-2025,International Aviation,0.00795378
Russia,12-02-2025,Power,3.13728
Russia,12-02-2025,Residential,0.876726
Spain,12-02-2025,Domestic Aviation,0.0154416
Spain,12-02-2025,Ground Transport,0.289351
Spain,12-02-2025,Industry,0.196714
Spain,12-02-2025,International Aviation,0.0199891
Spain,12-02-2025,Power,0.0970059
Spain,12-02-2025,Residential,0.142532
United Kingdom,12-02-2025,Domestic Aviation,0.00900109
United Kingdom,12-02-2025,Ground Transport,0.347228
United Kingdom,12-02-2025,Industry,0.243441
United Kingdom,12-02-2025,International Aviation,0.0354681
United Kingdom,12-02-2025,Power,0.258276
United Kingdom,12-02-2025,Residential,0.360717
United States,12-02-2025,Domestic Aviation,0.386214
United States,12-02-2025,Ground Transport,4.82067
United States,12-02-2025,Industry,3.54759
United States,12-02-2025,International Aviation,0.182384
United States,12-02-2025,Power,5.33876
United States,12-02-2025,Residential,2.48558
WORLD,12-02-2025,Domestic Aviation,0.927842
WORLD,12-02-2025,Ground Transport,19.422
WORLD,12-02-2025,Industry,32.0009
WORLD,12-02-2025,International Aviation,1.63785
WORLD,12-02-2025,Power,42.2969
WORLD,12-02-2025,Residential,16.3985
Brazil,13-02-2025,Domestic Aviation,0.0334123
Brazil,13-02-2025,Ground Transport,0.464438
Brazil,13-02-2025,Industry,0.350372
Brazil,13-02-2025,International Aviation,0.00986373
Brazil,13-02-2025,Power,0.110526
Brazil,13-02-2025,Residential,0.109
China,13-02-2025,Domestic Aviation,0.202651
China,13-02-2025,Ground Transport,2.58753
China,13-02-2025,Industry,9.9933
China,13-02-2025,International Aviation,0.0506369
China,13-02-2025,Power,15.7667
China,13-02-2025,Residential,3.59139
EU27 & UK,13-02-2025,Domestic Aviation,0.0472022
EU27 & UK,13-02-2025,Ground Transport,2.71887
EU27 & UK,13-02-2025,Industry,2.07053
EU27 & UK,13-02-2025,International Aviation,0.168644
EU27 & UK,13-02-2025,Power,2.80795
EU27 & UK,13-02-2025,Residential,2.96446
France,13-02-2025,Domestic Aviation,0.0061683
France,13-02-2025,Ground Transport,0.355459
France,13-02-2025,Industry,0.25891
France,13-02-2025,International Aviation,0.0205432
France,13-02-2025,Power,0.123333
France,13-02-2025,Residential,0.350666
Germany,13-02-2025,Domestic Aviation,0.00531461
Germany,13-02-2025,Ground Transport,0.445893
Germany,13-02-2025,Industry,0.3627
Germany,13-02-2025,International Aviation,0.0277183
Germany,13-02-2025,Power,0.846112
Germany,13-02-2025,Residential,0.740188
India,13-02-2025,Domestic Aviation,0.0228634
India,13-02-2025,Ground Transport,0.822668
India,13-02-2025,Industry,2.62599
India,13-02-2025,International Aviation,0.0167807
India,13-02-2025,Power,4.93675
India,13-02-2025,Residential,0.584298
Italy,13-02-2025,Domestic Aviation,0.00473341
Italy,13-02-2025,Ground Transport,0.277262
Italy,13-02-2025,Industry,0.0585582
Italy,13-02-2025,International Aviation,0.0119906
Italy,13-02-2025,Power,0.0819791
Italy,13-02-2025,Residential,0.329592
Japan,13-02-2025,Domestic Aviation,0.0244349
Japan,13-02-2025,Ground Transport,0.521952
Japan,13-02-2025,Industry,0.692871
Japan,13-02-2025,International Aviation,0.0251699
Japan,13-02-2025,Power,1.29794
Japan,13-02-2025,Residential,0.655908
ROW,13-02-2025,Domestic Aviation,0.197282
ROW,13-02-2025,Ground Transport,7.00421
ROW,13-02-2025,Industry,11.0439
ROW,13-02-2025,International Aviation,1.20178
ROW,13-02-2025,Power,9.04006
ROW,13-02-2025,Residential,5.04721
Russia,13-02-2025,Domestic Aviation,0.0373589
Russia,13-02-2025,Ground Transport,0.670465
Russia,13-02-2025,Industry,0.996275
Russia,13-02-2025,International Aviation,0.00737175
Russia,13-02-2025,Power,3.14469
Russia,13-02-2025,Residential,0.88098
Spain,13-02-2025,Domestic Aviation,0.0174635
Spain,13-02-2025,Ground Transport,0.290885
Spain,13-02-2025,Industry,0.196692
Spain,13-02-2025,International Aviation,0.0211366
Spain,13-02-2025,Power,0.0969953
Spain,13-02-2025,Residential,0.143516
United Kingdom,13-02-2025,Domestic Aviation,0.0097192
United Kingdom,13-02-2025,Ground Transport,0.347589
United Kingdom,13-02-2025,Industry,0.277919
United Kingdom,13-02-2025,International Aviation,0.0377287
United Kingdom,13-02-2025,Power,0.294855
United Kingdom,13-02-2025,Residential,0.367307
United States,13-02-2025,Domestic Aviation,0.426932
United States,13-02-2025,Ground Transport,4.83228
United States,13-02-2025,Industry,3.57191
United States,13-02-2025,International Aviation,0.193154
United States,13-02-2025,Power,5.37536
United States,13-02-2025,Residential,2.45548
WORLD,13-02-2025,Domestic Aviation,0.992136
WORLD,13-02-2025,Ground Transport,19.6224
WORLD,13-02-2025,Industry,31.3451
WORLD,13-02-2025,International Aviation,1.6734
WORLD,13-02-2025,Power,42.4799
WORLD,13-02-2025,Residential,16.2887
Brazil,14-02-2025,Domestic Aviation,0.0337967
Brazil,14-02-2025,Ground Transport,0.464815
Brazil,14-02-2025,Industry,0.344258
Brazil,14-02-2025,International Aviation,0.0100136
Brazil,14-02-2025,Power,0.108598
Brazil,14-02-2025,Residential,0.109
China,14-02-2025,Domestic Aviation,0.207209
China,14-02-2025,Ground Transport,2.47823
China,14-02-2025,Industry,10.3191
China,14-02-2025,International Aviation,0.0503569
China,14-02-2025,Power,16.2807
China,14-02-2025,Residential,3.46975
EU27 & UK,14-02-2025,Domestic Aviation,0.049423
EU27 & UK,14-02-2025,Ground Transport,2.69783
EU27 & UK,14-02-2025,Industry,2.26646
EU27 & UK,14-02-2025,International Aviation,0.187929
EU27 & UK,14-02-2025,Power,3.07366
EU27 & UK,14-02-2025,Residential,3.02989
France,14-02-2025,Domestic Aviation,0.00624995
France,14-02-2025,Ground Transport,0.351437
France,14-02-2025,Industry,0.229036
France,14-02-2025,International Aviation,0.021384
France,14-02-2025,Power,0.109103
France,14-02-2025,Residential,0.37716
Germany,14-02-2025,Domestic Aviation,0.00594823
Germany,14-02-2025,Ground Transport,0.43596
Germany,14-02-2025,Industry,0.356039
Germany,14-02-2025,International Aviation,0.0292903
Germany,14-02-2025,Power,0.830574
Germany,14-02-2025,Residential,0.754761
India,14-02-2025,Domestic Aviation,0.0229006
India,14-02-2025,Ground Transport,0.833618
India,14-02-2025,Industry,2.63634
India,14-02-2025,International Aviation,0.0172775
India,14-02-2025,Power,4.95622
India,14-02-2025,Residential,0.567491
Italy,14-02-2025,Domestic Aviation,0.00549152
Italy,14-02-2025,Ground Transport,0.275865
Italy,14-02-2025,Industry,0.25386
Italy,14-02-2025,International Aviation,0.0144929
Italy,14-02-2025,Power,0.355394
Italy,14-02-2025,Residential,0.348143
Japan,14-02-2025,Domestic Aviation,0.0252724
Japan,14-02-2025,Ground Transport,0.521884
Japan,14-02-2025,Industry,0.672562
Japan,14-02-2025,International Aviation,0.0259395
Japan,14-02-2025,Power,1.2599
Japan,14-02-2025,Residential,0.625007
ROW,14-02-2025,Domestic Aviation,0.207661
ROW,14-02-2025,Ground Transport,6.7879
ROW,14-02-2025,Industry,11.3191
ROW,14-02-2025,International Aviation,1.277
ROW,14-02-2025,Power,8.98613
ROW,14-02-2025,Residential,4.95809
Russia,14-02-2025,Domestic Aviation,0.0421465
Russia,14-02-2025,Ground Transport,0.67548
Russia,14-02-2025,Industry,0.997739
Russia,14-02-2025,International Aviation,0.00741592
Russia,14-02-2025,Power,3.14931
Russia,14-02-2025,Residential,0.894952
Spain,14-02-2025,Domestic Aviation,0.0187442
Spain,14-02-2025,Ground Transport,0.297535
Spain,14-02-2025,Industry,0.194447
Spain,14-02-2025,International Aviation,0.022142
Spain,14-02-2025,Power,0.0958882
Spain,14-02-2025,Residential,0.13994
United Kingdom,14-02-2025,Domestic Aviation,0.00973609
United Kingdom,14-02-2025,Ground Transport,0.341486
United Kingdom,14-02-2025,Industry,0.262966
United Kingdom,14-02-2025,International Aviation,0.0412745
United Kingdom,14-02-2025,Power,0.27899
United Kingdom,14-02-2025,Residential,0.373632
United States,14-02-2025,Domestic Aviation,0.475529
United States,14-02-2025,Ground Transport,4.88543
United States,14-02-2025,Industry,3.49751
United States,14-02-2025,International Aviation,0.199571
United States,14-02-2025,Power,5.2634
United States,14-02-2025,Residential,2.48061
WORLD,14-02-2025,Domestic Aviation,1.06394
WORLD,14-02-2025,Ground Transport,19.3452
WORLD,14-02-2025,Industry,32.053
WORLD,14-02-2025,International Aviation,1.7755
WORLD,14-02-2025,Power,43.0779
WORLD,14-02-2025,Residential,16.1348
Brazil,15-02-2025,Domestic Aviation,0.0309356
Brazil,15-02-2025,Ground Transport,0.400774
Brazil,15-02-2025,Industry,0.332497
Brazil,15-02-2025,International Aviation,0.00984679
Brazil,15-02-2025,Power,0.104888
Brazil,15-02-2025,Residential,0.109
China,15-02-2025,Domestic Aviation,0.204249
China,15-02-2025,Ground Transport,2.47207
China,15-02-2025,Industry,10.0305
China,15-02-2025,International Aviation,0.0531159
China,15-02-2025,Power,15.8254
China,15-02-2025,Residential,3.38025
EU27 & UK,15-02-2025,Domestic Aviation,0.0408538
EU27 & UK,15-02-2025,Ground Transport,2.40186
EU27 & UK,15-02-2025,Industry,1.94817
EU27 & UK,15-02-2025,International Aviation,0.189404
EU27 & UK,15-02-2025,Power,2.64201
EU27 & UK,15-02-2025,Residential,3.10044
France,15-02-2025,Domestic Aviation,0.0058956
France,15-02-2025,Ground Transport,0.32472
France,15-02-2025,Industry,0.151661
France,15-02-2025,International Aviation,0.0221543
France,15-02-2025,Power,0.0722445
France,15-02-2025,Residential,0.391122
Germany,15-02-2025,Domestic Aviation,0.00400461
Germany,15-02-2025,Ground Transport,0.394898
Germany,15-02-2025,Industry,0.353288
Germany,15-02-2025,International Aviation,0.0288947
Germany,15-02-2025,Power,0.824156
Germany,15-02-2025,Residential,0.76269
India,15-02-2025,Domestic Aviation,0.0238902
India,15-02-2025,Ground Transport,0.825635
India,15-02-2025,Industry,2.57446
India,15-02-2025,International Aviation,0.0175837
India,15-02-2025,Power,4.83988
India,15-02-2025,Residential,0.550062
Italy,15-02-2025,Domestic Aviation,0.00479002
Italy,15-02-2025,Ground Transport,0.246825
Italy,15-02-2025,Industry,0.146095
Italy,15-02-2025,International Aviation,0.0137785
Italy,15-02-2025,Power,0.204527
Italy,15-02-2025,Residential,0.365707
Japan,15-02-2025,Domestic Aviation,0.0247732
Japan,15-02-2025,Ground Transport,0.515015
Japan,15-02-2025,Industry,0.687277
Japan,15-02-2025,International Aviation,0.0255192
Japan,15-02-2025,Power,1.28746
Japan,15-02-2025,Residential,0.579167
ROW,15-02-2025,Domestic Aviation,0.188936
ROW,15-02-2025,Ground Transport,6.45685
ROW,15-02-2025,Industry,10.4424
ROW,15-02-2025,International Aviation,1.29296
ROW,15-02-2025,Power,8.21558
ROW,15-02-2025,Residential,4.92502
Russia,15-02-2025,Domestic Aviation,0.0407623
Russia,15-02-2025,Ground Transport,0.583253
Russia,15-02-2025,Industry,0.973607
Russia,15-02-2025,International Aviation,0.00850307
Russia,15-02-2025,Power,3.07314
Russia,15-02-2025,Residential,0.891804
Spain,15-02-2025,Domestic Aviation,0.0164097
Spain,15-02-2025,Ground Transport,0.246481
Spain,15-02-2025,Industry,0.135929
Spain,15-02-2025,International Aviation,0.0247402
Spain,15-02-2025,Power,0.0670308
Spain,15-02-2025,Residential,0.141049
United Kingdom,15-02-2025,Domestic Aviation,0.0052937
United Kingdom,15-02-2025,Ground Transport,0.324937
United Kingdom,15-02-2025,Industry,0.234816
United Kingdom,15-02-2025,International Aviation,0.041082
United Kingdom,15-02-2025,Power,0.249125
United Kingdom,15-02-2025,Residential,0.368233
United States,15-02-2025,Domestic Aviation,0.4225
United States,15-02-2025,Ground Transport,4.45473
United States,15-02-2025,Industry,3.07666
United States,15-02-2025,International Aviation,0.208284
United States,15-02-2025,Power,4.63006
United States,15-02-2025,Residential,2.33027
WORLD,15-02-2025,Domestic Aviation,0.976901
WORLD,15-02-2025,Ground Transport,18.1102
WORLD,15-02-2025,Industry,30.0656
WORLD,15-02-2025,International Aviation,1.80522
WORLD,15-02-2025,Power,40.6184
WORLD,15-02-2025,Residential,15.866
Brazil,16-02-2025,Domestic Aviation,0.0294692
Brazil,16-02-2025,Ground Transport,0.223554
Brazil,16-02-2025,Industry,0.327026
Brazil,16-02-2025,International Aviation,0.0100165
Brazil,16-02-2025,Power,0.103162
Brazil,16-02-2025,Residential,0.109
China,16-02-2025,Domestic Aviation,0.204091
China,16-02-2025,Ground Transport,2.51015
China,16-02-2025,Industry,9.99703
China,16-02-2025,International Aviation,0.052845
China,16-02-2025,Power,15.7725
China,16-02-2025,Residential,3.43466
EU27 & UK,16-02-2025,Domestic Aviation,0.0436676
EU27 & UK,16-02-2025,Ground Transport,1.96727
EU27 & UK,16-02-2025,Industry,1.69821
EU27 & UK,16-02-2025,International Aviation,0.193589
EU27 & UK,16-02-2025,Power,2.30302
