country,date,sector,value
EU27 & UK,16-02-2025,Residential,3.13895
France,16-02-2025,Domestic Aviation,0.00564169
France,16-02-2025,Ground Transport,0.239374
France,16-02-2025,Industry,0.131186
France,16-02-2025,International Aviation,0.0237751
France,16-02-2025,Power,0.0624911
France,16-02-2025,Residential,0.379451
Germany,16-02-2025,Domestic Aviation,0.00413554
Germany,16-02-2025,Ground Transport,0.349202
Germany,16-02-2025,Industry,0.321248
Germany,16-02-2025,International Aviation,0.0303901
Germany,16-02-2025,Power,0.749413
Germany,16-02-2025,Residential,0.778456
India,16-02-2025,Domestic Aviation,0.0236608
India,16-02-2025,Ground Transport,0.732435
India,16-02-2025,Industry,2.51061
India,16-02-2025,International Aviation,0.0184423
India,16-02-2025,Power,4.71983
India,16-02-2025,Residential,0.517365
Italy,16-02-2025,Domestic Aviation,0.00495149
Italy,16-02-2025,Ground Transport,0.193849
Italy,16-02-2025,Industry,0.117587
Italy,16-02-2025,International Aviation,0.0138489
Italy,16-02-2025,Power,0.164617
Italy,16-02-2025,Residential,0.369364
Japan,16-02-2025,Domestic Aviation,0.0247347
Japan,16-02-2025,Ground Transport,0.500463
Japan,16-02-2025,Industry,0.68579
Japan,16-02-2025,International Aviation,0.0255616
Japan,16-02-2025,Power,1.28467
Japan,16-02-2025,Residential,0.56968
ROW,16-02-2025,Domestic Aviation,0.183193
ROW,16-02-2025,Ground Transport,5.72208
ROW,16-02-2025,Industry,10.3881
ROW,16-02-2025,International Aviation,1.29664
ROW,16-02-2025,Power,7.84888
ROW,16-02-2025,Residential,4.81447
Russia,16-02-2025,Domestic Aviation,0.04086
Russia,16-02-2025,Ground Transport,0.544042
Russia,16-02-2025,Industry,0.974271
Russia,16-02-2025,International Aviation,0.00798347
Russia,16-02-2025,Power,3.07524
Russia,16-02-2025,Residential,0.915452
Spain,16-02-2025,Domestic Aviation,0.0181959
Spain,16-02-2025,Ground Transport,0.191718
Spain,16-02-2025,Industry,0.148729
Spain,16-02-2025,International Aviation,0.0256767
Spain,16-02-2025,Power,0.0733432
Spain,16-02-2025,Residential,0.138917
United Kingdom,16-02-2025,Domestic Aviation,0.00667805
United Kingdom,16-02-2025,Ground Transport,0.292809
United Kingdom,16-02-2025,Industry,0.131359
United Kingdom,16-02-2025,International Aviation,0.0412119
United Kingdom,16-02-2025,Power,0.139363
United Kingdom,16-02-2025,Residential,0.372094
United States,16-02-2025,Domestic Aviation,0.372679
United States,16-02-2025,Ground Transport,3.31208
United States,16-02-2025,Industry,2.85298
United States,16-02-2025,International Aviation,0.198359
United States,16-02-2025,Power,4.29344
United States,16-02-2025,Residential,2.3095
WORLD,16-02-2025,Domestic Aviation,0.922356
WORLD,16-02-2025,Ground Transport,15.5121
WORLD,16-02-2025,Industry,29.434
WORLD,16-02-2025,International Aviation,1.80344
WORLD,16-02-2025,Power,39.4008
WORLD,16-02-2025,Residential,15.8091
Brazil,17-02-2025,Domestic Aviation,0.0326156
Brazil,17-02-2025,Ground Transport,0.443204
Brazil,17-02-2025,Industry,0.3401
Brazil,17-02-2025,International Aviation,0.00978434
Brazil,17-02-2025,Power,0.107286
Brazil,17-02-2025,Residential,0.109
China,17-02-2025,Domestic Aviation,0.199496
China,17-02-2025,Ground Transport,2.6077
China,17-02-2025,Industry,10.5108
China,17-02-2025,International Aviation,0.0502167
China,17-02-2025,Power,16.5832
China,17-02-2025,Residential,3.58387
EU27 & UK,17-02-2025,Domestic Aviation,0.050355
EU27 & UK,17-02-2025,Ground Transport,2.22085
EU27 & UK,17-02-2025,Industry,2.18263
EU27 & UK,17-02-2025,International Aviation,0.18282
EU27 & UK,17-02-2025,Power,2.95997
EU27 & UK,17-02-2025,Residential,3.20514
France,17-02-2025,Domestic Aviation,0.00620373
France,17-02-2025,Ground Transport,0.348535
France,17-02-2025,Industry,0.194404
France,17-02-2025,International Aviation,0.0206469
France,17-02-2025,Power,0.0926056
France,17-02-2025,Residential,0.375273
Germany,17-02-2025,Domestic Aviation,0.00654214
Germany,17-02-2025,Ground Transport,0.375471
Germany,17-02-2025,Industry,0.367274
Germany,17-02-2025,International Aviation,0.0276853
Germany,17-02-2025,Power,0.856783
Germany,17-02-2025,Residential,0.814142
India,17-02-2025,Domestic Aviation,0.0240718
India,17-02-2025,Ground Transport,0.820449
India,17-02-2025,Industry,2.62106
India,17-02-2025,International Aviation,0.016603
India,17-02-2025,Power,4.92747
India,17-02-2025,Residential,0.499664
Italy,17-02-2025,Domestic Aviation,0.00584499
Italy,17-02-2025,Ground Transport,0.157477
Italy,17-02-2025,Industry,0.233172
Italy,17-02-2025,International Aviation,0.0139223
Italy,17-02-2025,Power,0.326431
Italy,17-02-2025,Residential,0.371262
Japan,17-02-2025,Domestic Aviation,0.024544
Japan,17-02-2025,Ground Transport,0.518719
Japan,17-02-2025,Industry,0.697393
Japan,17-02-2025,International Aviation,0.0243713
Japan,17-02-2025,Power,1.30641
Japan,17-02-2025,Residential,0.63596
ROW,17-02-2025,Domestic Aviation,0.196187
ROW,17-02-2025,Ground Transport,6.67284
ROW,17-02-2025,Industry,10.7106
ROW,17-02-2025,International Aviation,1.24203
ROW,17-02-2025,Power,8.60779
ROW,17-02-2025,Residential,4.75555
Russia,17-02-2025,Domestic Aviation,0.0397449
Russia,17-02-2025,Ground Transport,0.56245
Russia,17-02-2025,Industry,1.01151
Russia,17-02-2025,International Aviation,0.00790458
Russia,17-02-2025,Power,3.19278
Russia,17-02-2025,Residential,0.940936
Spain,17-02-2025,Domestic Aviation,0.0178029
Spain,17-02-2025,Ground Transport,0.149174
Spain,17-02-2025,Industry,0.216557
Spain,17-02-2025,International Aviation,0.0225467
Spain,17-02-2025,Power,0.106791
Spain,17-02-2025,Residential,0.140155
United Kingdom,17-02-2025,Domestic Aviation,0.00991874
United Kingdom,17-02-2025,Ground Transport,0.336944
United Kingdom,17-02-2025,Industry,0.236211
United Kingdom,17-02-2025,International Aviation,0.0391389
United Kingdom,17-02-2025,Power,0.250605
United Kingdom,17-02-2025,Residential,0.378799
United States,17-02-2025,Domestic Aviation,0.423466
United States,17-02-2025,Ground Transport,4.44601
United States,17-02-2025,Industry,2.98039
United States,17-02-2025,International Aviation,0.20204
United States,17-02-2025,Power,4.48518
United States,17-02-2025,Residential,2.53349
WORLD,17-02-2025,Domestic Aviation,0.99048
WORLD,17-02-2025,Ground Transport,18.2922
WORLD,17-02-2025,Industry,31.0545
WORLD,17-02-2025,International Aviation,1.73577
WORLD,17-02-2025,Power,42.1701
WORLD,17-02-2025,Residential,16.2636
Brazil,18-02-2025,Domestic Aviation,0.0323991
Brazil,18-02-2025,Ground Transport,0.457171
Brazil,18-02-2025,Industry,0.342496
Brazil,18-02-2025,International Aviation,0.00993676
Brazil,18-02-2025,Power,0.108042
Brazil,18-02-2025,Residential,0.109
China,18-02-2025,Domestic Aviation,0.192244
China,18-02-2025,Ground Transport,2.61537
China,18-02-2025,Industry,10.6635
China,18-02-2025,International Aviation,0.0505291
China,18-02-2025,Power,16.824
China,18-02-2025,Residential,3.56296
EU27 & UK,18-02-2025,Domestic Aviation,0.0453884
EU27 & UK,18-02-2025,Ground Transport,2.6718
EU27 & UK,18-02-2025,Industry,2.07433
EU27 & UK,18-02-2025,International Aviation,0.170535
EU27 & UK,18-02-2025,Power,2.8131
EU27 & UK,18-02-2025,Residential,3.17225
France,18-02-2025,Domestic Aviation,0.00551951
France,18-02-2025,Ground Transport,0.352589
France,18-02-2025,Industry,0.184164
France,18-02-2025,International Aviation,0.0190989
France,18-02-2025,Power,0.0877276
France,18-02-2025,Residential,0.367144
Germany,18-02-2025,Domestic Aviation,0.00678929
Germany,18-02-2025,Ground Transport,0.436553
Germany,18-02-2025,Industry,0.354195
Germany,18-02-2025,International Aviation,0.0263355
Germany,18-02-2025,Power,0.826272
Germany,18-02-2025,Residential,0.813431
India,18-02-2025,Domestic Aviation,0.0240742
India,18-02-2025,Ground Transport,0.833185
India,18-02-2025,Industry,2.67273
India,18-02-2025,International Aviation,0.0156234
India,18-02-2025,Power,5.02461
India,18-02-2025,Residential,0.496555
Italy,18-02-2025,Domestic Aviation,0.0047781
Italy,18-02-2025,Ground Transport,0.275127
Italy,18-02-2025,Industry,0.250454
Italy,18-02-2025,International Aviation,0.0121006
Italy,18-02-2025,Power,0.350625
Italy,18-02-2025,Residential,0.371349
Japan,18-02-2025,Domestic Aviation,0.0246634
Japan,18-02-2025,Ground Transport,0.519881
Japan,18-02-2025,Industry,0.680211
Japan,18-02-2025,International Aviation,0.0254373
Japan,18-02-2025,Power,1.27423
Japan,18-02-2025,Residential,0.680901
ROW,18-02-2025,Domestic Aviation,0.196382
ROW,18-02-2025,Ground Transport,6.85128
ROW,18-02-2025,Industry,10.7115
ROW,18-02-2025,International Aviation,1.19995
ROW,18-02-2025,Power,8.90808
ROW,18-02-2025,Residential,4.7287
Russia,18-02-2025,Domestic Aviation,0.0361277
Russia,18-02-2025,Ground Transport,0.514815
Russia,18-02-2025,Industry,1.01602
Russia,18-02-2025,International Aviation,0.00738991
Russia,18-02-2025,Power,3.20702
Russia,18-02-2025,Residential,0.934545
Spain,18-02-2025,Domestic Aviation,0.0159369
Spain,18-02-2025,Ground Transport,0.275316
Spain,18-02-2025,Industry,0.157599
Spain,18-02-2025,International Aviation,0.0222901
Spain,18-02-2025,Power,0.0777174
Spain,18-02-2025,Residential,0.138248
United Kingdom,18-02-2025,Domestic Aviation,0.00927994
United Kingdom,18-02-2025,Ground Transport,0.345749
United Kingdom,18-02-2025,Industry,0.166675
United Kingdom,18-02-2025,International Aviation,0.0378319
United Kingdom,18-02-2025,Power,0.176832
United Kingdom,18-02-2025,Residential,0.37417
United States,18-02-2025,Domestic Aviation,0.449358
United States,18-02-2025,Ground Transport,4.79023
United States,18-02-2025,Industry,3.29101
United States,18-02-2025,International Aviation,0.191888
United States,18-02-2025,Power,4.95263
United States,18-02-2025,Residential,2.61915
WORLD,18-02-2025,Domestic Aviation,1.00064
WORLD,18-02-2025,Ground Transport,19.2537
WORLD,18-02-2025,Industry,31.4518
WORLD,18-02-2025,International Aviation,1.67129
WORLD,18-02-2025,Power,43.1117
WORLD,18-02-2025,Residential,16.3041
Brazil,19-02-2025,Domestic Aviation,0.0336728
Brazil,19-02-2025,Ground Transport,0.466526
Brazil,19-02-2025,Industry,0.341173
Brazil,19-02-2025,International Aviation,0.00951696
Brazil,19-02-2025,Power,0.107624
Brazil,19-02-2025,Residential,0.109
China,19-02-2025,Domestic Aviation,0.193031
China,19-02-2025,Ground Transport,2.62798
China,19-02-2025,Industry,10.8813
China,19-02-2025,International Aviation,0.0509312
China,19-02-2025,Power,17.1677
China,19-02-2025,Residential,3.57235
EU27 & UK,19-02-2025,Domestic Aviation,0.0454645
EU27 & UK,19-02-2025,Ground Transport,2.69812
EU27 & UK,19-02-2025,Industry,1.9452
EU27 & UK,19-02-2025,International Aviation,0.174166
EU27 & UK,19-02-2025,Power,2.63798
EU27 & UK,19-02-2025,Residential,3.0761
France,19-02-2025,Domestic Aviation,0.00554924
France,19-02-2025,Ground Transport,0.352727
France,19-02-2025,Industry,0.134474
France,19-02-2025,International Aviation,0.0200517
France,19-02-2025,Power,0.0640572
France,19-02-2025,Residential,0.340604
Germany,19-02-2025,Domestic Aviation,0.00711343
Germany,19-02-2025,Ground Transport,0.44279
Germany,19-02-2025,Industry,0.309505
Germany,19-02-2025,International Aviation,0.0278271
Germany,19-02-2025,Power,0.722019
Germany,19-02-2025,Residential,0.780699
India,19-02-2025,Domestic Aviation,0.0240748
India,19-02-2025,Ground Transport,0.836336
India,19-02-2025,Industry,2.69374
India,19-02-2025,International Aviation,0.017478
India,19-02-2025,Power,5.06412
India,19-02-2025,Residential,0.480986
Italy,19-02-2025,Domestic Aviation,0.00455669
Italy,19-02-2025,Ground Transport,0.274387
Italy,19-02-2025,Industry,0.27272
Italy,19-02-2025,International Aviation,0.0124658
Italy,19-02-2025,Power,0.381797
Italy,19-02-2025,Residential,0.375965
Japan,19-02-2025,Domestic Aviation,0.0245009
Japan,19-02-2025,Ground Transport,0.519956
Japan,19-02-2025,Industry,0.689096
Japan,19-02-2025,International Aviation,0.0256625
Japan,19-02-2025,Power,1.29087
Japan,19-02-2025,Residential,0.692329
ROW,19-02-2025,Domestic Aviation,0.193281
ROW,19-02-2025,Ground Transport,6.97851
ROW,19-02-2025,Industry,10.874
ROW,19-02-2025,International Aviation,1.22234
ROW,19-02-2025,Power,8.60524
ROW,19-02-2025,Residential,4.70282
Russia,19-02-2025,Domestic Aviation,0.0367962
Russia,19-02-2025,Ground Transport,0.542225
Russia,19-02-2025,Industry,1.02015
Russia,19-02-2025,International Aviation,0.00781625
Russia,19-02-2025,Power,3.22005
Russia,19-02-2025,Residential,0.930164
Spain,19-02-2025,Domestic Aviation,0.0157481
Spain,19-02-2025,Ground Transport,0.289351
Spain,19-02-2025,Industry,0.203978
Spain,19-02-2025,International Aviation,0.0216805
Spain,19-02-2025,Power,0.100588
Spain,19-02-2025,Residential,0.135755
United Kingdom,19-02-2025,Domestic Aviation,0.00941095
United Kingdom,19-02-2025,Ground Transport,0.347228
United Kingdom,19-02-2025,Industry,0.137453
United Kingdom,19-02-2025,International Aviation,0.0381752
United Kingdom,19-02-2025,Power,0.145829
United Kingdom,19-02-2025,Residential,0.356552
United States,19-02-2025,Domestic Aviation,0.413302
United States,19-02-2025,Ground Transport,4.82067
United States,19-02-2025,Industry,3.64892
United States,19-02-2025,International Aviation,0.185575
United States,19-02-2025,Power,5.49125
United States,19-02-2025,Residential,2.70347
WORLD,19-02-2025,Domestic Aviation,0.964123
WORLD,19-02-2025,Ground Transport,19.4903
WORLD,19-02-2025,Industry,32.0935
WORLD,19-02-2025,International Aviation,1.69349
WORLD,19-02-2025,Power,43.5848
WORLD,19-02-2025,Residential,16.2672
Brazil,20-02-2025,Domestic Aviation,0.0338309
Brazil,20-02-2025,Ground Transport,0.464438
Brazil,20-02-2025,Industry,0.345156
Brazil,20-02-2025,International Aviation,0.00969913
Brazil,20-02-2025,Power,0.108881
Brazil,20-02-2025,Residential,0.109
China,20-02-2025,Domestic Aviation,0.196173
China,20-02-2025,Ground Transport,2.62994
China,20-02-2025,Industry,11.3039
China,20-02-2025,International Aviation,0.0516171
China,20-02-2025,Power,17.8344
China,20-02-2025,Residential,3.65049
EU27 & UK,20-02-2025,Domestic Aviation,0.0480987
EU27 & UK,20-02-2025,Ground Transport,2.71887
EU27 & UK,20-02-2025,Industry,1.72274
EU27 & UK,20-02-2025,International Aviation,0.180307
EU27 & UK,20-02-2025,Power,2.3363
EU27 & UK,20-02-2025,Residential,2.84967
France,20-02-2025,Domestic Aviation,0.00614028
France,20-02-2025,Ground Transport,0.355459
France,20-02-2025,Industry,0.0761912
France,20-02-2025,International Aviation,0.0208815
France,20-02-2025,Power,0.0362941
France,20-02-2025,Residential,0.305289
Germany,20-02-2025,Domestic Aviation,0.0066607
Germany,20-02-2025,Ground Transport,0.445893
Germany,20-02-2025,Industry,0.312317
Germany,20-02-2025,International Aviation,0.0283728
Germany,20-02-2025,Power,0.728578
Germany,20-02-2025,Residential,0.693272
India,20-02-2025,Domestic Aviation,0.0240897
India,20-02-2025,Ground Transport,0.822668
India,20-02-2025,Industry,2.61144
India,20-02-2025,International Aviation,0.0167469
India,20-02-2025,Power,4.90939
India,20-02-2025,Residential,0.535045
Italy,20-02-2025,Domestic Aviation,0.0052888
Italy,20-02-2025,Ground Transport,0.277262
Italy,20-02-2025,Industry,0.242251
Italy,20-02-2025,International Aviation,0.0133957
Italy,20-02-2025,Power,0.339142
Italy,20-02-2025,Residential,0.365681
Japan,20-02-2025,Domestic Aviation,0.0248533
Japan,20-02-2025,Ground Transport,0.521952
Japan,20-02-2025,Industry,0.701222
Japan,20-02-2025,International Aviation,0.0255056
Japan,20-02-2025,Power,1.31358
Japan,20-02-2025,Residential,0.675618
ROW,20-02-2025,Domestic Aviation,0.199882
ROW,20-02-2025,Ground Transport,7.01325
ROW,20-02-2025,Industry,10.4468
ROW,20-02-2025,International Aviation,1.24765
ROW,20-02-2025,Power,8.71832
ROW,20-02-2025,Residential,4.82308
Russia,20-02-2025,Domestic Aviation,0.0392922
Russia,20-02-2025,Ground Transport,0.670465
Russia,20-02-2025,Industry,1.01219
Russia,20-02-2025,International Aviation,0.00783557
Russia,20-02-2025,Power,3.19492
Russia,20-02-2025,Residential,0.93701
Spain,20-02-2025,Domestic Aviation,0.0175922
Spain,20-02-2025,Ground Transport,0.290885
Spain,20-02-2025,Industry,0.165562
Spain,20-02-2025,International Aviation,0.0228573
Spain,20-02-2025,Power,0.0816443
Spain,20-02-2025,Residential,0.136082
United Kingdom,20-02-2025,Domestic Aviation,0.00844945
United Kingdom,20-02-2025,Ground Transport,0.347589
United Kingdom,20-02-2025,Industry,0.0719252
United Kingdom,20-02-2025,International Aviation,0.0389141
United Kingdom,20-02-2025,Power,0.076308
United Kingdom,20-02-2025,Residential,0.298059
United States,20-02-2025,Domestic Aviation,0.439156
United States,20-02-2025,Ground Transport,4.83228
United States,20-02-2025,Industry,4.17563
United States,20-02-2025,International Aviation,0.203452
United States,20-02-2025,Power,6.2839
United States,20-02-2025,Residential,2.73225
WORLD,20-02-2025,Domestic Aviation,1.00538
WORLD,20-02-2025,Ground Transport,19.6739
WORLD,20-02-2025,Industry,32.3191
WORLD,20-02-2025,International Aviation,1.74282
WORLD,20-02-2025,Power,44.6997
WORLD,20-02-2025,Residential,16.3122
Brazil,21-02-2025,Domestic Aviation,0.0344082
Brazil,21-02-2025,Ground Transport,0.464815
Brazil,21-02-2025,Industry,0.349795
Brazil,21-02-2025,International Aviation,0.0104269
Brazil,21-02-2025,Power,0.110345
Brazil,21-02-2025,Residential,0.109
China,21-02-2025,Domestic Aviation,0.199621
China,21-02-2025,Ground Transport,2.49099
China,21-02-2025,Industry,11.5422
China,21-02-2025,International Aviation,0.0523843
China,21-02-2025,Power,18.2104
China,21-02-2025,Residential,3.67974
EU27 & UK,21-02-2025,Domestic Aviation,0.0502621
EU27 & UK,21-02-2025,Ground Transport,2.69783
EU27 & UK,21-02-2025,Industry,1.47731
EU27 & UK,21-02-2025,International Aviation,0.188945
EU27 & UK,21-02-2025,Power,2.00345
EU27 & UK,21-02-2025,Residential,2.63067
France,21-02-2025,Domestic Aviation,0.00657114
France,21-02-2025,Ground Transport,0.351437
France,21-02-2025,Industry,0.0723656
France,21-02-2025,International Aviation,0.0213546
France,21-02-2025,Power,0.0344717
France,21-02-2025,Residential,0.29076
Germany,21-02-2025,Domestic Aviation,0.00672494
Germany,21-02-2025,Ground Transport,0.43596
Germany,21-02-2025,Industry,0.248058
Germany,21-02-2025,International Aviation,0.0295442
Germany,21-02-2025,Power,0.578673
Germany,21-02-2025,Residential,0.582102
India,21-02-2025,Domestic Aviation,0.0242541
India,21-02-2025,Ground Transport,0.833618
India,21-02-2025,Industry,2.66021
India,21-02-2025,International Aviation,0.0181642
India,21-02-2025,Power,5.00108
India,21-02-2025,Residential,0.518392
Italy,21-02-2025,Domestic Aviation,0.00564071
Italy,21-02-2025,Ground Transport,0.275865
Italy,21-02-2025,Industry,0.237909
Italy,21-02-2025,International Aviation,0.0144755
Italy,21-02-2025,Power,0.333063
Italy,21-02-2025,Residential,0.350405
Japan,21-02-2025,Domestic Aviation,0.0249929
Japan,21-02-2025,Ground Transport,0.521884
Japan,21-02-2025,Industry,0.651062
Japan,21-02-2025,International Aviation,0.0257795
Japan,21-02-2025,Power,1.21962
Japan,21-02-2025,Residential,0.672571
ROW,21-02-2025,Domestic Aviation,0.206055
ROW,21-02-2025,Ground Transport,6.79062
ROW,21-02-2025,Industry,10.8792
ROW,21-02-2025,International Aviation,1.27958
ROW,21-02-2025,Power,8.77417
ROW,21-02-2025,Residential,4.9128
Russia,21-02-2025,Domestic Aviation,0.0432664
Russia,21-02-2025,Ground Transport,0.67548
Russia,21-02-2025,Industry,0.999424
Russia,21-02-2025,International Aviation,0.00770202
Russia,21-02-2025,Power,3.15463
Russia,21-02-2025,Residential,0.921695
Spain,21-02-2025,Domestic Aviation,0.0187856
Spain,21-02-2025,Ground Transport,0.297535
Spain,21-02-2025,Industry,0.117528
Spain,21-02-2025,International Aviation,0.0225476
Spain,21-02-2025,Power,0.0579568
Spain,21-02-2025,Residential,0.1354
United Kingdom,21-02-2025,Domestic Aviation,0.00857054
United Kingdom,21-02-2025,Ground Transport,0.341486
United Kingdom,21-02-2025,Industry,0.0610256
United Kingdom,21-02-2025,International Aviation,0.0410502
United Kingdom,21-02-2025,Power,0.0647442
United Kingdom,21-02-2025,Residential,0.288372
United States,21-02-2025,Domestic Aviation,0.477052
United States,21-02-2025,Ground Transport,4.88543
United States,21-02-2025,Industry,4.22307
United States,21-02-2025,International Aviation,0.201409
United States,21-02-2025,Power,6.35529
United States,21-02-2025,Residential,2.64279
WORLD,21-02-2025,Domestic Aviation,1.05991
WORLD,21-02-2025,Ground Transport,19.3607
WORLD,21-02-2025,Industry,32.7823
WORLD,21-02-2025,International Aviation,1.7844
WORLD,21-02-2025,Power,44.829
WORLD,21-02-2025,Residential,16.0877
Brazil,22-02-2025,Domestic Aviation,0.0314364
Brazil,22-02-2025,Ground Transport,0.400774
Brazil,22-02-2025,Industry,0.343596
Brazil,22-02-2025,International Aviation,0.00999668
Brazil,22-02-2025,Power,0.108389
Brazil,22-02-2025,Residential,0.109
China,22-02-2025,Domestic Aviation,0.193569
China,22-02-2025,Ground Transport,2.46964
China,22-02-2025,Industry,11.1289
China,22-02-2025,International Aviation,0.0525653
China,22-02-2025,Power,17.5583
China,22-02-2025,Residential,3.74756
EU27 & UK,22-02-2025,Domestic Aviation,0.0424288
EU27 & UK,22-02-2025,Ground Transport,2.40186
EU27 & UK,22-02-2025,Industry,1.18323
EU27 & UK,22-02-2025,International Aviation,0.191745
EU27 & UK,22-02-2025,Power,1.60464
EU27 & UK,22-02-2025,Residential,2.65104
France,22-02-2025,Domestic Aviation,0.00571346
France,22-02-2025,Ground Transport,0.32472
France,22-02-2025,Industry,0.0770043
France,22-02-2025,International Aviation,0.0226896
France,22-02-2025,Power,0.0366814
France,22-02-2025,Residential,0.301307
Germany,22-02-2025,Domestic Aviation,0.00449179
Germany,22-02-2025,Ground Transport,0.394898
Germany,22-02-2025,Industry,0.178531
Germany,22-02-2025,International Aviation,0.0291573
Germany,22-02-2025,Power,0.41648
Germany,22-02-2025,Residential,0.579626
India,22-02-2025,Domestic Aviation,0.024028
India,22-02-2025,Ground Transport,0.825635
India,22-02-2025,Industry,2.66551
India,22-02-2025,International Aviation,0.0167189
India,22-02-2025,Power,5.01105
India,22-02-2025,Residential,0.519635
Italy,22-02-2025,Domestic Aviation,0.00469189
Italy,22-02-2025,Ground Transport,0.246825
Italy,22-02-2025,Industry,0.156397
Italy,22-02-2025,International Aviation,0.0142472
Italy,22-02-2025,Power,0.218949
Italy,22-02-2025,Residential,0.338763
Japan,22-02-2025,Domestic Aviation,0.0247797
Japan,22-02-2025,Ground Transport,0.515015
Japan,22-02-2025,Industry,0.655322
Japan,22-02-2025,International Aviation,0.0261613
Japan,22-02-2025,Power,1.2276
Japan,22-02-2025,Residential,0.691501
ROW,22-02-2025,Domestic Aviation,0.188619
ROW,22-02-2025,Ground Transport,6.45633
ROW,22-02-2025,Industry,10.5409
ROW,22-02-2025,International Aviation,1.29842
ROW,22-02-2025,Power,8.11887
ROW,22-02-2025,Residential,5.09509
Russia,22-02-2025,Domestic Aviation,0.0394566
Russia,22-02-2025,Ground Transport,0.583253
Russia,22-02-2025,Industry,0.973984
Russia,22-02-2025,International Aviation,0.00912355
Russia,22-02-2025,Power,3.07433
Russia,22-02-2025,Residential,0.907217
Spain,22-02-2025,Domestic Aviation,0.0167827
Spain,22-02-2025,Ground Transport,0.246481
Spain,22-02-2025,Industry,0.133448
Spain,22-02-2025,International Aviation,0.02519
Spain,22-02-2025,Power,0.0658075
Spain,22-02-2025,Residential,0.139539
United Kingdom,22-02-2025,Domestic Aviation,0.00667214
United Kingdom,22-02-2025,Ground Transport,0.324937
United Kingdom,22-02-2025,Industry,0.0644172
United Kingdom,22-02-2025,International Aviation,0.0406518
United Kingdom,22-02-2025,Power,0.0683425
United Kingdom,22-02-2025,Residential,0.312795
United States,22-02-2025,Domestic Aviation,0.434086
United States,22-02-2025,Ground Transport,4.45473
United States,22-02-2025,Industry,3.87381
United States,22-02-2025,International Aviation,0.216842
United States,22-02-2025,Power,5.82969
United States,22-02-2025,Residential,2.50392
WORLD,22-02-2025,Domestic Aviation,0.978404
WORLD,22-02-2025,Ground Transport,18.1073
WORLD,22-02-2025,Industry,31.3653
WORLD,22-02-2025,International Aviation,1.82157
WORLD,22-02-2025,Power,42.5329
WORLD,22-02-2025,Residential,16.225
Brazil,23-02-2025,Domestic Aviation,0.0298431
Brazil,23-02-2025,Ground Transport,0.223554
Brazil,23-02-2025,Industry,0.345314
Brazil,23-02-2025,International Aviation,0.0101457
Brazil,23-02-2025,Power,0.108931
Brazil,23-02-2025,Residential,0.109
China,23-02-2025,Domestic Aviation,0.187123
China,23-02-2025,Ground Transport,2.53461
China,23-02-2025,Industry,10.5909
China,23-02-2025,International Aviation,0.0544154
China,23-02-2025,Power,16.7095
China,23-02-2025,Residential,3.80575
EU27 & UK,23-02-2025,Domestic Aviation,0.0438519
EU27 & UK,23-02-2025,Ground Transport,1.96727
EU27 & UK,23-02-2025,Industry,1.20567
EU27 & UK,23-02-2025,International Aviation,0.195232
EU27 & UK,23-02-2025,Power,1.63507
EU27 & UK,23-02-2025,Residential,2.63801
France,23-02-2025,Domestic Aviation,0.00578226
France,23-02-2025,Ground Transport,0.239374
France,23-02-2025,Industry,0.073795
France,23-02-2025,International Aviation,0.0238973
France,23-02-2025,Power,0.0351526
France,23-02-2025,Residential,0.316899
Germany,23-02-2025,Domestic Aviation,0.00448752
Germany,23-02-2025,Ground Transport,0.349202
Germany,23-02-2025,Industry,0.199414
Germany,23-02-2025,International Aviation,0.0298426
Germany,23-02-2025,Power,0.465198
Germany,23-02-2025,Residential,0.576427
India,23-02-2025,Domestic Aviation,0.023874
India,23-02-2025,Ground Transport,0.732435
India,23-02-2025,Industry,2.55895
India,23-02-2025,International Aviation,0.0179772
India,23-02-2025,Power,4.81072
India,23-02-2025,Residential,0.507348
Italy,23-02-2025,Domestic Aviation,0.00513918
Italy,23-02-2025,Ground Transport,0.193849
Italy,23-02-2025,Industry,0.1318
Italy,23-02-2025,International Aviation,0.0143139
Italy,23-02-2025,Power,0.184515
Italy,23-02-2025,Residential,0.325472
Japan,23-02-2025,Domestic Aviation,0.0248627
Japan,23-02-2025,Ground Transport,0.500463
Japan,23-02-2025,Industry,0.661758
Japan,23-02-2025,International Aviation,0.0257452
Japan,23-02-2025,Power,1.23966
Japan,23-02-2025,Residential,0.6777
ROW,23-02-2025,Domestic Aviation,0.186612
ROW,23-02-2025,Ground Transport,5.7273
ROW,23-02-2025,Industry,9.21815
ROW,23-02-2025,International Aviation,1.31044
ROW,23-02-2025,Power,7.53221
ROW,23-02-2025,Residential,5.25829
Russia,23-02-2025,Domestic Aviation,0.0404061
Russia,23-02-2025,Ground Transport,0.544042
Russia,23-02-2025,Industry,0.952274
Russia,23-02-2025,International Aviation,0.00865996
Russia,23-02-2025,Power,3.0058
Russia,23-02-2025,Residential,0.901519
Spain,23-02-2025,Domestic Aviation,0.0182152
Spain,23-02-2025,Ground Transport,0.191718
Spain,23-02-2025,Industry,0.126479
Spain,23-02-2025,International Aviation,0.0261704
Spain,23-02-2025,Power,0.0623711
Spain,23-02-2025,Residential,0.142526
United Kingdom,23-02-2025,Domestic Aviation,0.00578691
United Kingdom,23-02-2025,Ground Transport,0.292809
